id,identifier,name,name_phonetic,species,name_jp,name_jp_romaji,species_jp,generation_id,ndex,kdex,jdex,jdex_old,hdex,sdex,udex,type1_id,type2_id,ability1_id,ability2_id,abilitydream_id,evolution_parent_pokemon_id,evolution_method_id,evolution_parameter,height,weight,gender_rate,catch_rate,exp_yield,base_happiness,egg_group1_id,egg_group2_id,is_baby,baby_breed_item_id,hatch_counter,lvl_100_exp,pokemon_order,legacy_id
402,kricketune,Kricketune,Kricketune,Cricket,"コロトック",Korotock,"こおろぎ",4,402,"","","","",16,"",7,"",68,"",101,401,1,10,10,255,4,45,159,70,3,"",0,"",15,1059860,437,405
403,shinx,Shinx,Shinx,Flash,"コリンク",Kolink,"せんこう",4,403,"","","","",17,"",13,"",79,22,62,"","","",5,95,4,235,60,70,5,"",0,"",20,1059860,438,406
404,luxio,Luxio,Luxio,Spark,"ルクシオ",Luxio,"でんこう",4,404,"","","","",18,"",13,"",79,22,62,403,1,15,9,305,4,120,117,100,5,"",0,"",20,1059860,439,407
405,luxray,Luxray,Luxray,"Gleam Eyes","レントラー",Rentorar,"がんこう",4,405,"","","","",19,"",13,"",79,22,62,404,1,30,14,420,4,45,194,70,5,"",0,"",20,1059860,440,408
406,budew,Budew,Budew,Bud,"スボミー",Subomie,"つぼみ",4,406,"","","","",25,"",12,4,30,38,102,"","","",2,12,4,255,68,70,15,"",1,295,20,1059860,340,409
407,roserade,Roserade,Roserade,Bouquet,"ロズレイド",Roserade,"ブーケ",4,407,"","","","",27,"",12,4,30,38,101,315,7,48,9,145,4,75,204,70,6,7,0,"",20,1059860,342,410
408,cranidos,Cranidos,Cranidos,"Head Butt","ズガイドス",Zugaidos,"ずつき",4,408,"","","","",36,"",6,"",104,"",125,"","","",9,315,1,45,99,70,1,"",0,"",30,600000,441,411
409,rampardos,Rampardos,Rampardos,"Head Butt","ラムパルド",Rampald,"ずつき",4,409,"","","","",37,"",6,"",104,"",125,408,1,30,16,1025,1,45,199,70,1,"",0,"",30,600000,442,412
410,shieldon,Shieldon,Shieldon,Shield,"タテトプス",Tatetops,"シールド",4,410,"","","","",38,"",6,9,5,"",43,"","","",5,570,1,45,99,70,1,"",0,"",30,600000,443,413
411,bastiodon,Bastiodon,Bastiodon,Shield,"トリデプス",Torideps,"シールド",4,411,"","","","",39,"",6,9,5,"",43,410,1,30,13,1495,1,45,199,70,1,"",0,"",30,600000,444,414
412,burmy,Burmy,Burmy,Bagworm,"ミノムッチ",Minomutchi,"みのむし",4,412,"","","","",45,"",7,"",61,"",142,"","","",2,34,4,120,61,70,3,"",0,"",15,1000000,445,415
413,wormadam,Wormadam,Wormadam,Bagworm,"ミノマダム",Minomadam,"みのむし",4,413,"","","","",46,"",7,12,107,"",142,412,3,20,5,65,8,45,159,70,3,"",0,"",15,1000000,446,416
414,mothim,Mothim,Mothim,Moth,"ガーメイル",Gamale,"ミノガ",4,414,"","","","",47,"",7,3,68,"",110,412,2,20,9,233,0,45,159,70,3,"",0,"",15,1000000,449,419
415,combee,Combee,Combee,"Tiny Bee","ミツハニー",Mitsuhoney,"はちのこ",4,415,"","","","",53,"",7,3,118,"",55,"","","",3,55,1,120,63,70,3,"",0,"",15,1059860,450,420
416,vespiquen,Vespiquen,Vespiquen,Beehive,"ビークイン",Beequen,"はちのす",4,416,"","","","",54,"",7,3,46,"",127,415,3,21,12,385,8,45,188,70,3,"",0,"",15,1059860,451,421
417,pachirisu,Pachirisu,Pachirisu,EleSquirrel,"パチリス",Pachirisu,"でんきリス",4,417,"","","","",55,"",13,"",50,53,10,"","","",4,39,4,200,120,100,5,6,0,"",10,1000000,452,422
418,buizel,Buizel,Buizel,"Sea Weasel","ブイゼル",Buoysel,"うみイタチ",4,418,"","","","",56,"",11,"",33,"",41,"","","",7,295,4,190,75,70,2,5,0,"",20,1000000,453,423
419,floatzel,Floatzel,Floatzel,"Sea Weasel","フローゼル",Flowsel,"うみイタチ",4,419,"","","","",57,"",11,"",33,"",41,418,1,26,11,335,4,75,178,70,2,5,0,"",20,1000000,454,424
420,cherubi,Cherubi,Cherubi,Cherry,"チェリンボ",Cherinbo,"さくらんぼ",4,420,"","","","",58,"",12,"",34,"","","","","",4,33,4,190,68,70,6,7,0,"",20,1000000,455,425
421,cherrim,Cherrim,Cherrim,Blossom,"チェリム",Cherrim,"サクラ",4,421,"","","","",59,"",12,"",122,"","",420,1,25,5,93,4,75,133,70,6,7,0,"",20,1000000,456,426
422,shellos,Shellos,Shellos,"Sea Slug","カラナクシ",Karanakushi,"ウミウシ",4,422,"","","","",60,"",11,"",60,114,159,"","","",3,63,4,190,73,70,2,11,0,"",20,1000000,457,427
423,gastrodon,Gastrodon,Gastrodon,"Sea Slug","トリトドン",Tritodon,"ウミウシ",4,423,"","","","",61,"",11,5,60,114,159,422,1,30,9,299,4,75,176,70,2,11,0,"",20,1000000,458,428
424,ambipom,Ambipom,Ambipom,"Long Tail","エテボース",Eteboth,"おなが",4,424,"",124,"","",64,"",1,"",101,53,92,190,12,458,12,203,4,45,186,100,5,"",0,"",20,800000,219,429
425,drifloon,Drifloon,Drifloon,Balloon,"フワンテ",Fuwante,"ふうせん",4,425,"","","","",65,"",8,3,106,84,138,"","","",4,12,4,125,127,70,11,"",0,"",30,1640000,459,430
426,drifblim,Drifblim,Drifblim,Blimp,"フワライド",Fuwaride,"ききゅう",4,426,"","","","",66,"",8,3,106,84,138,425,1,28,12,150,4,60,204,70,11,"",0,"",30,1640000,460,431
427,buneary,Buneary,Buneary,Rabbit,"ミミロル",Mimirol,"うさぎ",4,427,"","","","",67,"",1,"",50,103,7,"","","",4,55,4,190,84,0,5,8,0,"",20,1000000,461,432
428,lopunny,Lopunny,Lopunny,Rabbit,"ミミロップ",Mimilop,"うさぎ",4,428,"","","","",68,"",1,"",56,103,7,427,13,"",12,333,4,60,178,140,5,8,0,"",20,1000000,462,433
429,mismagius,Mismagius,Mismagius,Magical,"ムウマージ",Mumargi,"マジカル",4,429,"","","","",73,"",8,"",26,"","",200,7,49,9,44,4,45,187,35,11,"",0,"",25,800000,229,434
430,honchkrow,Honchkrow,Honchkrow,"Big Boss","ドンカラス",Dongkarasu,"おおボス",4,430,"","","","",75,"",17,3,15,105,153,198,7,49,9,273,4,30,187,35,4,"",0,"",20,1059860,227,435
431,glameow,Glameow,Glameow,Catty,"ニャルマー",Nyarmar,"ねこかぶり",4,431,"","","","",76,"",1,"",7,20,51,"","","",5,39,6,190,71,70,5,"",0,"",20,800000,463,436
432,purugly,Purugly,Purugly,"Tiger Cat","ブニャット",Bunyatto,"とらねこ",4,432,"","","","",77,"",1,"",47,20,128,431,1,38,10,438,6,75,183,70,5,"",0,"",20,800000,464,437
433,chingling,Chingling,Chingling,Bell,"リーシャン",Lisyan,"すず",4,433,"","","","",82,"",14,"",26,"","","","","",2,6,4,120,74,70,15,"",1,297,25,800000,389,438
434,stunky,Stunky,Stunky,Skunk,"スカンプー",Skunpoo,"スカンク",4,434,"","","","",84,"",4,17,1,106,51,"","","",4,192,4,225,79,70,5,"",0,"",20,1000000,465,439
435,skuntank,Skuntank,Skuntank,Skunk,"スカタンク",Skutank,"スカンク",4,435,"","","","",85,"",4,17,1,106,51,434,1,34,10,380,4,60,209,70,5,"",0,"",20,1000000,466,440
436,bronzor,Bronzor,Bronzor,Bronze,"ドーミラー",Dohmirror,"せいどう",4,436,"","","","",88,"",9,14,26,85,134,"","","",5,605,-1,255,72,70,10,"",0,"",20,1000000,467,441
437,bronzong,Bronzong,Bronzong,"Bronze Bell","ドータクン",Dohtakun,"どうたく",4,437,"","","","",89,"",9,14,26,85,134,436,1,33,13,1870,-1,90,188,70,10,"",0,"",20,1000000,468,442
438,bonsly,Bonsly,Bonsly,Bonsai,"ウソハチ",Usohachi,"ぼんさい",4,438,"","","","",92,"",6,"",5,69,155,"","","",5,150,4,255,68,70,15,"",1,292,20,1000000,213,443
439,mime-jr,"Mime Jr.","Mime Jr.",Mime,"マネネ",Manene,"マイム",4,439,"","","","",94,"",14,"",43,111,101,"","","",6,130,4,145,78,70,15,"",1,291,25,1000000,139,444
440,happiny,Happiny,Happiny,Playhouse,"ピンプク",Pinpuku,"ままごと",4,440,"","","","",96,"",1,"",30,32,132,"","","",6,244,8,130,255,140,15,"",1,296,40,800000,126,445
441,chatot,Chatot,Chatot,"Music Note","ペラップ",Perap,"おんぷ",4,441,"","","","",102,"",1,3,51,77,145,"","","",5,19,4,30,107,35,4,"",0,"",20,1059860,469,446
442,spiritomb,Spiritomb,Spiritomb,Forbidden,"ミカルゲ",Mikaruge,"ふういん",4,442,"","","","",108,"",8,17,46,"",151,"","","",10,1080,4,100,168,70,11,"",0,"",30,1000000,470,447
443,gible,Gible,Gible,"Land Shark","フカマル",Fukamaru,"りくザメ",4,443,"","","","",109,"",16,5,8,"",24,"","","",7,205,4,45,67,70,1,14,0,"",40,1250000,471,448
444,gabite,Gabite,Gabite,Cave,"ガバイト",Gabite,"ほらあな",4,444,"","","","",110,"",16,5,8,"",24,443,1,24,14,560,4,45,144,70,1,14,0,"",40,1250000,472,449
445,garchomp,Garchomp,Garchomp,Mach,"ガブリアス",Gablias,"マッハ",4,445,"","","","",111,"",16,5,8,"",24,444,1,48,19,950,4,45,218,70,1,14,0,"",40,1250000,473,450
446,munchlax,Munchlax,Munchlax,"Big Eater","ゴンベ",Gonbe,"おおぐい",4,446,"","","","",112,"",1,"",53,47,82,"","","",6,1050,1,50,94,70,15,"",1,293,40,1250000,173,451
447,riolu,Riolu,Riolu,Emanation,"リオル",Riolu,"はもん",4,447,"","","","",115,"",2,"",80,39,158,"","","",7,202,1,75,72,70,15,"",1,"",25,1059860,474,452
448,lucario,Lucario,Lucario,Aura,"ルカリオ",Lucario,"はどう",4,448,"","","","",116,"",2,9,80,39,154,447,14,"",12,540,1,45,204,70,5,8,0,"",25,1059860,475,453
449,hippopotas,Hippopotas,Hippopotas,Hippo,"ヒポポタス",Hipopotas,"カバ",4,449,"","","","",122,"",5,"",45,"",159,"","","",8,495,4,140,95,70,5,"",0,"",30,1250000,476,454
450,hippowdon,Hippowdon,Hippowdon,Heavyweight,"カバルドン",Kabarudon,"じゅうりょう",4,450,"","","","",123,"",5,"",45,"",159,449,1,34,20,3000,4,60,198,70,5,"",0,"",30,1250000,477,455
451,skorupi,Skorupi,Skorupi,Scorpion,"スコルピ",Scorpi,"さそり",4,451,"","","","",127,"",4,7,4,97,51,"","","",8,120,4,120,114,70,3,9,0,"",20,1250000,478,456
452,drapion,Drapion,Drapion,"Ogre Scorp","ドラピオン",Dorapion,"ばけさそり",4,452,"","","","",128,"",4,17,4,97,51,451,1,40,13,615,4,45,204,70,3,9,0,"",20,1250000,479,457
453,croagunk,Croagunk,Croagunk,"Toxic Mouth","グレッグル",Gureggru,"どくづき",4,453,"","","","",129,"",4,2,107,87,143,"","","",7,230,4,140,83,100,8,"",0,"",10,1000000,480,458
454,toxicroak,Toxicroak,Toxicroak,"Toxic Mouth","ドクロッグ",Dokurog,"どくづき",4,454,"","","","",130,"",4,2,107,87,143,453,1,37,13,444,4,75,181,70,8,"",0,"",20,1000000,481,459
455,carnivine,Carnivine,Carnivine,"Bug Catcher","マスキッパ",Muskippa,"むしとり",4,455,"","","","",131,"",12,"",26,"","","","","",14,270,4,200,164,70,7,"",0,"",25,1250000,482,460
456,finneon,Finneon,Finneon,"Wing Fish","ケイコウオ",Keikouo,"はねうお",4,456,"","","","",134,"",11,"",33,114,41,"","","",4,70,4,190,90,70,12,"",0,"",20,600000,483,461
457,lumineon,Lumineon,Lumineon,Neon,"ネオラント",Neolant,"ネオン",4,457,"","","","",135,"",11,"",33,114,41,456,1,31,12,240,4,75,156,70,12,"",0,"",20,600000,484,462
458,mantyke,Mantyke,Mantyke,Kite,"タマンタ",Tamanta,"カイト",4,458,"","","","",140,"",11,3,33,11,41,"","","",10,650,4,25,108,70,15,"",1,294,25,1250000,257,463
459,snover,Snover,Snover,"Frost Tree","ユキカブリ",Yukikaburi,"じゅひょう",4,459,"","","","",142,"",12,15,117,"",43,"","","",10,505,4,120,131,70,1,7,0,"",20,1250000,485,464
460,abomasnow,Abomasnow,Abomasnow,"Frost Tree","ユキノオー",Yukinooh,"じゅひょう",4,460,"","","","",143,"",12,15,117,"",43,459,1,40,22,1355,4,60,214,70,1,7,0,"",20,1250000,486,465
461,weavile,Weavile,Weavile,"Sharp Claw","マニューラ",Manyula,"かぎづめ",4,461,"","","","",145,"",17,15,46,"",124,215,11,171,11,340,4,45,199,35,5,"",0,"",20,1059860,245,466
462,magnezone,Magnezone,Magnezone,"Magnet Area","ジバコイル",Jibacoil,"じば",4,462,"","","","",180,"",13,9,42,5,148,82,4,1,12,1800,-1,30,211,70,10,"",0,"",20,1000000,90,467
463,lickilicky,Lickilicky,Lickilicky,Licking,"ベロベルト",Berobelt,"なめまわし",4,463,"",181,"","",162,"",1,"",20,12,13,108,12,205,17,1400,4,30,193,70,1,"",0,"",20,1000000,120,468
464,rhyperior,Rhyperior,Rhyperior,Drill,"ドサイドン",Dosidon,"ドリル",4,464,"","","","",188,"",5,6,31,116,120,112,6,167,24,2828,4,30,217,70,1,5,0,"",20,1250000,125,469
465,tangrowth,Tangrowth,Tangrowth,Vine,"モジャンボ",Mojumbo,"ツルじょう",4,465,"",183,"","",182,"",12,"",34,102,144,114,12,246,20,1286,4,30,211,70,7,"",0,"",20,1000000,130,470
466,electivire,Electivire,Electivire,Thunderbolt,"エレキブル",Elekible,"らいでん",4,466,"","","","",199,"",13,"",78,"",72,125,6,163,18,1386,2,30,199,70,8,"",0,"",25,1000000,147,471
467,magmortar,Magmortar,Magmortar,Blast,"ブーバーン",Booburn,"ばくえん",4,467,"","","","",202,"",10,"",49,"",72,126,6,165,16,680,2,30,199,70,8,"",0,"",25,1000000,150,472
468,togekiss,Togekiss,Togekiss,Jubilee,"トゲキッス",Togekiss,"しゅくふく",4,468,"","","","",175,"",1,3,55,32,105,176,7,48,15,380,1,30,220,70,4,6,0,"",10,800000,204,473
469,yanmega,Yanmega,Yanmega,"Ogre Darner","メガヤンマ",Megayanma,"オニトンボ",4,469,"",102,"","",184,"",7,3,3,110,119,193,12,246,19,515,4,30,198,70,3,"",0,"",20,1000000,223,474
470,leafeon,Leafeon,Leafeon,Verdant,"リーフィア",Leafia,"しんりょく",4,470,"","","","",169,"",12,"",102,"",34,133,4,2,10,255,1,45,196,35,5,"",0,"",35,1000000,163,475
471,glaceon,Glaceon,Glaceon,"Fresh Snow","グレイシア",Glacia,"しんせつ",4,471,"","","","",170,"",15,"",81,"",115,133,4,3,8,259,1,45,196,35,5,"",0,"",35,1000000,164,476
472,gliscor,Gliscor,Gliscor,"Fang Scorp","グライオン",Glion,"キバさそり",4,472,"","","","",154,"",5,3,52,8,90,207,11,172,20,425,4,30,192,70,3,"",0,"",20,1059860,238,477
473,mamoswine,Mamoswine,Mamoswine,"Twin Tusk","マンムー",Mammoo,"2ほんキバ",4,473,"",197,"","",205,"",15,5,12,81,47,221,12,246,25,2910,4,50,207,70,5,"",0,"",20,1250000,252,478
474,porygon-z,Porygon-Z,Porygon-Z,Virtual,"ポリゴンＺ",PorygonZ,"バーチャル",4,474,"","","","",194,"",1,"",91,88,148,233,6,162,9,340,-1,30,185,70,10,"",0,"",20,1000000,167,479
475,gallade,Gallade,Gallade,Blade,"エルレイド",Erlade,"やいば",4,475,"","","","",160,"",14,2,80,"",154,281,8,50,16,520,0,45,208,35,11,"",0,"",20,1250000,307,480
476,probopass,Probopass,Probopass,Compass,"ダイノーズ",Dainose,"コンパス",4,476,"","","","",156,"",6,9,5,42,159,299,4,1,14,3400,4,60,198,70,10,"",0,"",20,1000000,324,481
477,dusknoir,Dusknoir,Dusknoir,Gripper,"ヨノワール",Yonoir,"てづかみ",4,477,"","","","",191,"",8,"",46,"","",356,6,168,22,1066,4,45,210,35,11,"",0,"",25,800000,387,482
478,froslass,Froslass,Froslass,"Snow Land","ユキメノコ",Yukimenoko,"ゆきぐに",4,478,"","","","",208,"",15,8,81,"",130,361,9,50,13,266,8,75,187,70,6,10,0,"",20,1000000,394,483
479,rotom,Rotom,Rotom,Plasma,"ロトム",Rotom,"プラズマ",4,479,"","","","",152,"",13,8,26,"","","","","",3,3,-1,45,132,70,11,"",0,"",20,1000000,487,484
480,uxie,Uxie,Uxie,Knowledge,"ユクシー",Yuxie,"ちしき",4,480,"","","","",146,"",14,"",26,"","","","","",3,3,-1,3,210,140,15,"",0,"",80,1250000,493,490
481,mesprit,Mesprit,Mesprit,Emotion,"エムリット",Emrit,"かんじょう",4,481,"","","","",147,"",14,"",26,"","","","","",3,3,-1,3,210,140,15,"",0,"",80,1250000,494,491
482,azelf,Azelf,Azelf,Willpower,"アグノム",Agnome,"いし",4,482,"","","","",148,"",14,"",26,"","","","","",3,3,-1,3,210,140,15,"",0,"",80,1250000,495,492
483,dialga,Dialga,Dialga,Temporal,"ディアルガ",Dialga,"じかん",4,483,"","","","",149,"",9,16,46,"",140,"","","",54,6830,-1,30,220,0,15,"",0,"",120,1250000,496,493
484,palkia,Palkia,Palkia,Spatial,"パルキア",Palkia,"くうかん",4,484,"","","","",150,"",11,16,46,"",140,"","","",42,3360,-1,30,220,0,15,"",0,"",120,1250000,497,494
485,heatran,Heatran,Heatran,"Lava Dome","ヒードラン",Heatran,"かこう",4,485,"","","","","","",10,9,18,"",49,"","","",17,4300,4,3,215,100,15,"",0,"",10,1250000,498,495
486,regigigas,Regigigas,Regigigas,Colossal,"レジギガス",Regigigas,"きょだい",4,486,"","","","","","",1,"",112,"","","","","",37,4200,-1,3,220,0,15,"",0,"",120,1250000,499,496
487,giratina,Giratina,Giratina,Renegade,"ギラティナ",Giratina,"はんこつ",4,487,"","","","",210,"",8,16,46,"",140,"","","",45,7500,-1,3,220,0,15,"",0,"",120,1250000,500,497
488,cresselia,Cresselia,Cresselia,Lunar,"クレセリア",Creselia,"みかづき",4,488,"","","","","","",14,"",26,"","","","","",15,856,8,3,210,100,15,"",0,"",120,1250000,502,499
489,phione,Phione,Phione,"Sea Drifter","フィオネ",Phione,"かいよう",4,489,"","","","","","",11,"",93,"","","","","",4,31,-1,30,165,70,2,6,0,"",40,1250000,503,500
490,manaphy,Manaphy,Manaphy,Seafaring,"マナフィ",Manaphy,"かいゆう",4,490,"","","","",151,"",11,"",93,"","",489,"","",3,14,-1,3,215,70,2,6,0,"",10,1250000,504,501
491,darkrai,Darkrai,Darkrai,Pitch-Black,"ダークライ",Darkrai,"あんこく",4,491,"","","","","","",17,"",123,"","","","","",15,505,-1,3,210,0,15,"",0,"",120,1250000,505,502
492,shaymin,Shaymin,Shaymin,Gratitude,"シェイミ",Shaymin,"かんしゃ",4,492,"","","","","","",12,"",30,"","","","","",2,21,-1,45,64,100,15,"",0,"",120,1059860,506,503
493,arceus,Arceus,Arceus,Alpha,"アルセウス",Arceus,"そうぞう",4,493,"","","","","","",1,"",121,"","","","","",32,3200,-1,3,255,0,15,"",0,"",120,1250000,508,505
494,victini,Victini,Victini,Victory,"ビクティニ",Victini,"しょうり",5,494,"","","","","",0,14,10,162,"","","","","",4,40,-1,3,270,100,15,"",0,"",120,1250000,509,""
495,snivy,Snivy,Snivy,"Grass Snake","ツタージャ",Tsutarja,"くさへび",5,495,"","","","","",1,12,"",65,"",126,"","","",6,81,1,45,28,70,5,7,0,"",20,1059860,510,""
496,servine,Servine,Servine,"Grass Snake","ジャノビー",Janovy,"くさへび",5,496,"","","","","",2,12,"",65,"",126,495,1,17,8,160,1,45,145,70,5,7,0,"",20,1059860,511,""
497,serperior,Serperior,Serperior,Regal,"ジャローダ",Jalorda,"ロイヤル",5,497,"","","","","",3,12,"",65,"",126,496,1,36,33,630,1,45,238,70,5,7,0,"",20,1059860,512,""
498,tepig,Tepig,Tepig,"Fire Pig","ポカブ",Pokabu,"ひぶた",5,498,"","","","","",4,10,"",66,"",47,"","","",5,99,1,45,28,70,5,"",0,"",20,1059860,513,""
499,pignite,Pignite,Pignite,"Fire Pig","チャオブー",Chaoboo,"ひぶた",5,499,"","","","","",5,10,2,66,"",47,498,1,17,10,555,1,45,146,70,5,"",0,"",20,1059860,514,""
500,emboar,Emboar,Emboar,"Mega Fire Pig","エンブオー",Enbuoh,"おおひぶた",5,500,"","","","","",6,10,2,66,"",120,499,1,36,16,1500,1,45,238,70,5,"",0,"",20,1059860,515,""
501,oshawott,Oshawott,Oshawott,"Sea Otter","ミジュマル",Mijumaru,"ラッコ",5,501,"","","","","",7,11,"",67,"",75,"","","",5,59,1,45,28,70,5,"",0,"",20,1059860,516,""
502,dewott,Dewott,Dewott,Discipline,"フタチマル",Futachimaru,"ラッコ",5,502,"","","","","",8,11,"",67,"",75,501,1,17,8,245,1,45,145,70,5,"",0,"",20,1059860,517,""
503,samurott,Samurott,Samurott,Formidable,"ダイケンキ",Daikenki,"かんろく",5,503,"","","","","",9,11,"",67,"",75,502,1,36,15,946,1,45,238,70,5,"",0,"",20,1059860,518,""
504,patrat,Patrat,Patrat,Scout,"ミネズミ",Minezumi,"みはり",5,504,"","","","","",10,1,"",50,51,148,"","","",5,116,4,255,51,70,5,"",0,"",15,1000000,519,""
505,watchog,Watchog,Watchog,Lookout,"ミルホッグ",Miruhog,"けいかい",5,505,"","","","","",11,1,"",35,51,148,504,1,20,11,270,4,255,147,70,5,"",0,"",20,1000000,520,""
506,lillipup,Lillipup,Lillipup,Puppy,"ヨーテリー",Yorterry,"こいぬ",5,506,"","","","","",12,1,"",72,53,50,"","","",4,41,4,255,55,70,5,"",0,"",15,1059860,521,""
507,herdier,Herdier,Herdier,"Loyal Dog","ハーデリア",Haderia,"ちゅうけん",5,507,"","","","","",13,1,"",22,146,113,506,1,16,9,147,4,120,130,70,5,"",0,"",15,1059860,522,""
508,stoutland,Stoutland,Stoutland,Big-Hearted,"ムーランド",Murando,"かんだい",5,508,"","","","","",14,1,"",22,146,113,507,1,32,12,610,4,45,221,70,5,"",0,"",15,1059860,523,""
509,purrloin,Purrloin,Purrloin,Devious,"チョロネコ",Choroneko,"しょうわる",5,509,"","","","","",15,17,"",7,84,158,"","","",4,101,4,255,56,70,5,"",0,"",20,1000000,524,""
510,liepard,Liepard,Liepard,Cruel,"レパルダス",Lepardas,"れいこく",5,510,"","","","","",16,17,"",7,84,158,509,1,20,11,375,4,90,156,70,5,"",0,"",20,1000000,525,""
511,pansage,Pansage,Pansage,"Grass Monkey","ヤナップ",Yanappu,"くさざる",5,511,"","","","","",17,12,"",82,"",65,"","","",6,105,1,190,63,70,5,"",0,"",20,1000000,526,""
512,simisage,Simisage,Simisage,"Thorn Monkey","ヤナッキー",Yanakkie,"とげざる",5,512,"","","","","",18,12,"",82,"",65,511,7,45,11,305,1,75,174,70,5,"",0,"",20,1000000,527,""
513,pansear,Pansear,Pansear,"High Temp","バオップ",Baoppu,"こうおん",5,513,"","","","","",19,10,"",82,"",66,"","","",6,110,1,190,63,70,5,"",0,"",20,1000000,528,""
514,simisear,Simisear,Simisear,Ember,"バオッキー",Baokkie,"ひのこ",5,514,"","","","","",20,10,"",82,"",66,513,7,42,10,280,1,75,174,70,5,"",0,"",20,1000000,529,""
515,panpour,Panpour,Panpour,Spray,"ヒヤップ",Hiyappu,"みずかけ",5,515,"","","","","",21,11,"",82,"",67,"","","",6,135,1,190,63,70,5,"",0,"",20,1000000,530,""
516,simipour,Simipour,Simipour,Geyser,"ヒヤッキー",Hiyakkie,"ほうすい",5,516,"","","","","",22,11,"",82,"",67,515,7,43,10,290,1,75,174,70,5,"",0,"",20,1000000,531,""
517,munna,Munna,Munna,"Dream Eater","ムンナ",Munna,"ゆめくい",5,517,"","","","","",23,14,"",108,28,140,"","","",6,233,4,190,58,70,5,"",0,"",10,800000,532,""
518,musharna,Musharna,Musharna,Drowsing,"ムシャーナ",Musharna,"ゆめうつつ",5,518,"","","","","",24,14,"",108,28,140,517,7,46,11,605,4,75,170,70,5,"",0,"",10,800000,533,""
519,pidove,Pidove,Pidove,"Tiny Pigeon","マメパト",Mamepato,"こばと",5,519,"","","","","",25,1,3,145,105,79,"","","",3,21,4,255,53,70,4,"",0,"",15,1059860,534,""
520,tranquill,Tranquill,Tranquill,"Wild Pigeon","ハトーボー",Hatoboh,"のばと",5,520,"","","","","",26,1,3,145,105,79,519,1,21,6,150,4,120,125,70,4,"",0,"",15,1059860,535,""
521,unfezant,Unfezant,Unfezant,Proud,"ケンホロウ",Kenhorou,"プライド",5,521,"","","","","",27,1,3,145,105,79,520,1,32,12,290,4,45,215,70,4,"",0,"",15,1059860,536,""
522,blitzle,Blitzle,Blitzle,Electrified,"シママ",Shimama,"たいでん",5,522,"","","","","",28,13,"",31,78,157,"","","",8,298,4,190,59,70,5,"",0,"",20,1000000,537,""
523,zebstrika,Zebstrika,Zebstrika,Thunderbolt,"ゼブライカ",Zebraika,"らいでん",5,523,"","","","","",29,13,"",31,78,157,522,1,27,16,795,4,75,174,70,5,"",0,"",20,1000000,538,""
524,roggenrola,Roggenrola,Roggenrola,Mantle,"ダンゴロ",Dangoro,"マントル",5,524,"","","","","",30,6,"",5,"",159,"","","",4,180,4,255,56,70,10,"",0,"",15,1059860,539,""
525,boldore,Boldore,Boldore,Ore,"ガントル",Gantoru,"こうせき",5,525,"","","","","",31,6,"",5,"",159,524,1,25,9,1020,4,120,137,70,10,"",0,"",15,1059860,540,""
526,gigalith,Gigalith,Gigalith,Compressed,"ギガイアス",Gigaiath,"こうあつ",5,526,"","","","","",32,6,"",5,"",159,525,5,"",17,2600,4,45,227,70,10,"",0,"",15,1059860,541,""
527,woobat,Woobat,Woobat,Bat,"コロモリ",Koromori,"こうもり",5,527,"","","","","",33,14,3,109,103,86,"","","",4,21,4,190,63,70,4,5,0,"",15,1000000,542,""
528,swoobat,Swoobat,Swoobat,Courting,"ココロモリ",Kokoromori,"きゅうあい",5,528,"","","","","",34,14,3,109,103,86,527,13,"",9,105,4,45,149,70,4,5,0,"",15,1000000,543,""
529,drilbur,Drilbur,Drilbur,Mole,"モグリュー",Mogurew,"もぐら",5,529,"","","","","",35,5,"",146,159,104,"","","",3,85,4,120,66,70,5,"",0,"",20,1000000,544,""
530,excadrill,Excadrill,Excadrill,Subterrene,"ドリュウズ",Doryuzu,"ちてい",5,530,"","","","","",36,5,9,146,159,104,529,1,31,7,404,4,60,178,70,5,"",0,"",20,1000000,545,""
531,audino,Audino,Audino,Hearing,"タブンネ",Tabunne,"ヒヤリング",5,531,"","","","","",37,1,"",131,144,103,"","","",11,310,4,255,390,70,6,"",0,"",20,800000,546,""
532,timburr,Timburr,Timburr,Muscular,"ドッコラー","Dokkorā","きんこつ",5,532,"","","","","",38,2,"",62,125,89,"","","",6,125,2,180,61,70,8,"",0,"",20,1059860,547,""
533,gurdurr,Gurdurr,Gurdurr,Muscular,"ドテッコツ",Dotekkotsu,"きんこつ",5,533,"","","","","",39,2,"",62,125,89,532,1,25,12,400,2,90,142,70,8,"",0,"",20,1059860,548,""
534,conkeldurr,Conkeldurr,Conkeldurr,Muscular,"ローブシン",Roobushin,"きんこつ",5,534,"","","","","",40,2,"",62,125,89,533,5,"",14,870,2,45,227,70,8,"",0,"",20,1059860,549,""
535,tympole,Tympole,Tympole,Tadpole,"オタマロ",Otamaro,"おたま",5,535,"","","","","",41,11,"",33,93,11,"","","",5,45,4,255,59,70,2,"",0,"",20,1059860,550,""
536,palpitoad,Palpitoad,Palpitoad,Vibration,"ガマガル",Gamagaru,"しんどう",5,536,"","","","","",42,11,5,33,93,11,535,1,25,8,170,4,120,134,70,2,"",0,"",20,1059860,551,""
