move_id,generation_id,flavor_text,flavor_text_jp
379,5,"The user employs its psychic power to switch its Attack with its Defense stat.","ちょうのうりょくで じぶんの こうげきと ぼうぎょの ちからを こうかんする。"
380,4,"The user hurls up its stomach acids on the foe. The fluid eliminates the effect of the foe’s ability.","いえきを あいての からだに はきつける。 ついた いえきは あいての とくせいの こうかを けす。"
380,5,"The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.","いえきを あいての からだに はきつける。 ついた いえきは あいての とくせいの こうかを けす。"
381,4,"The user chants an incantation toward the sky, preventing the foe from landing critical hits.","てんに むかって あいのりを ささげ あいての こうげきを きゅうしょに あたらなくする。"
381,5,"The user chants an incantation toward the sky, preventing opposing Pokémon from landing critical hits.","てんに むかって あいのりを ささげ あいての こうげきを きゅうしょに あたらなくする。"
382,4,"The user tries to cut ahead of the foe to steal and use the foe’s intended move with greater power.","いりょくを あげて あいてが だそうとする わざを さきにだす。 さきに だせないと しっぱい する。"
382,5,"The user tries to cut ahead of the target to steal and use the target's intended move with greater power.","いりょくを あげて あいてが だそうとする わざを さきにだす。 さきに だせないと しっぱい する。"
383,4,"The user mimics the move used immediately before it. The move fails if no other move has been used yet.","ちょくぜんに でた わざを まねして おなじ わざを だす。 わざが でないと しっぱい する。"
383,5,"The user mimics the move used immediately before it. The move fails if no other move has been used yet.","ちょくぜんに でた わざを まねして おなじ わざを だす。 わざが でないと しっぱい する。"
384,4,"The user employs its psychic power to switch changes to its Attack and Sp. Atk with the foe.","ちょうのうりょくで じぶんと あいての こうげきと とくこうの のうりょく へんかを いれかえる。"
384,5,"The user employs its psychic power to switch changes to its Attack and Sp. Atk with the target.","ちょうのうりょくで じぶんと あいての こうげきと とくこうの のうりょく へんかを いれかえる。"
385,4,"The user employs its psychic power to switch changes to its Defense and Sp. Def with the foe.","ちょうのうりょくで じぶんと あいての ぼうぎょと とくぼうの のうりょく へんかを いれかえる。"
385,5,"The user employs its psychic power to switch changes to its Defense and Sp. Def with the target.","ちょうのうりょくで じぶんと あいての ぼうぎょと とくぼうの のうりょく へんかを いれかえる。"
386,4,"This attack’s power increases the more the foe has powered up with stat changes.","のうりょく へんかで あいてが パワーアップ しているほど わざの いりょくが あがる。"
386,5,"This attack's power increases the more the target has powered up with stat changes.","のうりょく へんかで あいてが パワーアップ しているほど わざの いりょくが あがる。"
387,4,"This move can be used only after the user has used all the other moves it knows in the battle.","せんとうちゅうに おぼえている わざを すべて つかうと はじめて だせる とっておきの わざ。"
387,5,"This move can be used only after the user has used all the other moves it knows in the battle.","せんとうちゅうに おぼえている わざを すべて つかうと はじめて だせる とっておきの わざ。"
388,4,"A seed that causes worry is planted on the foe. It prevents sleep by making its ability Insomnia.","こころを なやませる タネを うえつける。 あいてを ねむれなく して とくせいを ふみんに する。"
388,5,"A seed that causes worry is planted on the target. It prevents sleep by making its Ability Insomnia.","こころを なやませる タネを うえつける。 あいてを ねむれなく して とくせいを ふみんに する。"
389,4,"This move enables the user to attack first. It fails if the foe is not readying an attack, however.","あいてより さきに こうげき できる。 あいてが だすわざが こうげきわざ でないと しっぱい する。"
389,5,"This move enables the user to attack first. It fails if the target is not readying an attack, however.","あいてより さきに こうげき できる。 あいてが だすわざが こうげきわざ でないと しっぱい する。"
390,4,"The user lays a trap of poison spikes at the foe’s feet. They poison foes that switch into battle.","あいての あしもとに どくびしを しかける。 こうたいで でてきた ポケモンに どくを おわせる。"
390,5,"The user lays a trap of poison spikes at the opponent's feet. They poison opponents that switch into battle.","あいての あしもとに どくびしを しかける。 こうたいで でてきた ポケモンに どくを おわせる。"
391,4,"The user employs its psychic power to switch stat changes with the foe.","ちょうのうりょくで じぶんと あいてに かかっている のうりょく へんかを いれかえる。"
391,5,"The user employs its psychic power to switch stat changes with the target.","ちょうのうりょくで じぶんと あいてに かかっている のうりょく へんかを いれかえる。"
392,4,"The user envelops itself in a veil made of water. It regains some HP on every turn.","からだの まわりを みずで つくった ベールで おおう。 まいターン HPを かいふくする。"
392,5,"The user envelops itself in a veil made of water. It regains some HP on every turn.","からだの まわりを みずで つくった ベールで おおう。 まいターン HPを かいふくする。"
393,4,"The user levitates using electrically generated magnetism for five turns.","でんきで つくった じりょくの ちからで ちゅうに うかぶ。 5ターンの あいだ ふゆう できる。"
393,5,"The user levitates using electrically generated magnetism for five turns.","でんきで つくった じりょくの ちからで ちゅうに うかぶ。 5ターンの あいだ ふゆう できる。"
394,4,"The user cloaks itself in fire and charges at the foe. The user sustains serious damage, too.","ほのおの よろいを からだに まとって とっしんする。 じぶんも かなり ダメージを うける。"
394,5,"The user cloaks itself in fire and charges at the target. The user sustains serious damage and may leave the target burned.","ほのおの よろいを からだに まとって とっしんする。 じぶんも かなり ダメージを うける。"
395,4,"The foe is attacked with a shock wave. It may also leave the target paralyzed.","あいての からだに しょうげきはを あてて こうげきする。 まひ じょうたいに することが ある。"
395,5,"The target is attacked with a shock wave. It may also leave the target with paralysis.","あいての からだに しょうげきはを あてて こうげきする。 まひ じょうたいに することが ある。"
396,4,"The user looses a blast of aura power from deep within its body. This move is certain to hit.","からだの おくから はどうの ちからを うちはなつ。 こうげきは かならず めいちゅう する。"
396,5,"The user looses a blast of aura power from deep within its body at the target. This move is certain to hit.","からだの おくから はどうの ちからを うちはなつ。 こうげきは かならず めいちゅう する。"
397,4,"The user polishes its body to reduce drag. It can sharply raise the Speed stat.","からだを みがいて くうきの ていこうを すくなくする。 すばやさを ぐーんと あげることが できる。"
397,5,"The user polishes its body to reduce drag. It can sharply raise the Speed stat.","からだを みがいて くうきの ていこうを すくなくする。 すばやさを ぐーんと あげることが できる。"
398,4,"The foe is stabbed with a tentacle or arm steeped in poison. It may also poison the foe.","どくに そまった しょくしゅや うでで あいてを つきさす。 どく じょうたいに することが ある。"
398,5,"The target is stabbed with a tentacle or arm steeped in poison. It may also poison the target.","どくに そまった しょくしゅや うでで あいてを つきさす。 どく じょうたいに することが ある。"
399,4,"The user releases a horrible aura imbued with dark thoughts. It may also make the target flinch.","からだから あくいに みちた おそろしい オーラを はっする。 あいてを ひるませる ことがある。"
399,5,"The user releases a horrible aura imbued with dark thoughts. It may also make the target flinch.","からだから あくいに みちた おそろしい オーラを はっする。 あいてを ひるませる ことがある。"
400,4,"The user slashes the foe the instant an opportunity arises. It has a high critical-hit ratio.","いっしゅんの すきを ついて あいてを きりはらう。 きゅうしょに あたる かくりつが たかい。"
400,5,"The user slashes the target the instant an opportunity arises. Critical hits land more easily.","いっしゅんの すきを ついて あいてを きりはらう。 きゅうしょに あたる かくりつが たかい。"
401,4,"The user attacks by swinging its tail as if it were a vicious wave in a raging storm.","はげしく あれくるう あらなみの ように おおきな しっぽを ふって こうげきする。"
401,5,"The user attacks by swinging its tail as if it were a vicious wave in a raging storm.","はげしく あれくるう あらなみの ように おおきな しっぽを ふって こうげきする。"
402,4,"The user slams a barrage of hard- shelled seeds down on the foe from above.","かたい からを もつ おおきな タネを うえから たたきつけて こうげきする。"
402,5,"The user slams a barrage of hard-shelled seeds down on the target from above.","かたい からを もつ おおきな タネを うえから たたきつけて こうげきする。"
403,4,"The user attacks with a blade of air that slices even the sky. It may also make the target flinch.","そらをも きりさく くうきの やいばで こうげきする。 あいてを ひるませる ことがある。"
403,5,"The user attacks with a blade of air that slices even the sky. It may also make the target flinch.","そらをも きりさく くうきの やいばで こうげきする。 あいてを ひるませる ことがある。"
404,4,"The user slashes at the foe by crossing its scythes or claws as if they were a pair of scissors.","カマや ツメを はさみのように こうさ させながら あいてを きりさく。"
404,5,"The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors.","カマや ツメを はさみのように こうさ させながら あいてを きりさく。"
405,4,"The user vibrates its wings to generate a damaging sound wave. It may also lower the foe’s Sp. Def stat.","はねの しんどうで おんぱを おこして こうげきする。 あいての とくぼうを さげることが ある。"
405,5,"The user vibrates its wings to generate a damaging sound wave. It may also lower the target's Sp. Def stat.","はねの しんどうで おんぱを おこして こうげきする。 あいての とくぼうを さげることが ある。"
406,4,"The foe is attacked with a shock wave generated by the user’s gaping mouth.","おおきな くちから しょうげきはを まきおこして あいてを こうげきする。"
406,5,"The target is attacked with a shock wave generated by the user's gaping mouth.","おおきな くちから しょうげきはを まきおこして あいてを こうげきする。"
407,4,"The user tackles the foe while exhibiting overwhelming menace. It may also make the target flinch.","すさまじい さっきで いあつ しながら たいあたりする。 あいてを ひるませる ことがある。"
407,5,"The user tackles the target while exhibiting overwhelming menace. It may also make the target flinch.","すさまじい さっきで いあつ しながら たいあたりする。 あいてを ひるませる ことがある。"
408,4,"The user attacks with a ray of light that sparkles as if it were made of gemstones.","ほうせきの ように きらめく ひかりを はっしゃして あいてを こうげきする。"
408,5,"The user attacks with a ray of light that sparkles as if it were made of gemstones.","ほうせきの ように きらめく ひかりを はっしゃして あいてを こうげきする。"
409,4,"An energy-draining punch. The user’s HP is restored by half the damage taken by the target.","こぶしから あいての ちからを すいとる。 あたえた ダメージの はんぶんの HPを かいふくできる。"
409,5,"An energy-draining punch. The user's HP is restored by half the damage taken by the target.","こぶしから あいての ちからを すいとる。 あたえた ダメージの はんぶんの HPを かいふくできる。"
410,4,"The user whirls its fists to send a wave of pure vacuum at the foe. This move always goes first.","こぶしを ふって しんくうの なみを まきおこす。 かならず せんせい こうげき できる。"
410,5,"The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.","こぶしを ふって しんくうの なみを まきおこす。 かならず せんせい こうげき できる。"
411,4,"The user heightens its mental focus and unleashes its power. It may also lower the target’s Sp. Def.","きあいを たかめて こんしんの ちからを ほっしゅつする。 あいての とくぼうを さげることが ある。"
411,5,"The user heightens its mental focus and unleashes its power. It may also lower the target's Sp. Def.","きあいを たかめて こんしんの ちからを ほっしゅつする。 あいての とくぼうを さげることが ある。"
412,4,"The user draws power from nature and fires it at the foe. It may also lower the target’s Sp. Def.","しぜんから いのちの ちからを あつめて はっしゃする。 あいての とくぼうを さげることが ある。"
412,5,"The user draws power from nature and fires it at the target. It may also lower the target's Sp. Def.","しぜんから いのちの ちからを あつめて はっしゃする。 あいての とくぼうを さげることが ある。"
413,4,"The user tucks in its wings and charges from a low altitude. The user also takes serious damage.","はねを おりたたみ ていくう ひこうで とつげきする。 じぶんも かなり ダメージを うける。"
413,5,"The user tucks in its wings and charges from a low altitude. The user also takes serious damage.","はねを おりたたみ ていくう ひこうで とつげきする。 じぶんも かなり ダメージを うける。"
414,4,"The user makes the ground under the foe erupt with power. It may also lower the target’s Sp. Def.","あいての あしもとへ だいちの ちからを ほうしゅつする。 あいての とくぼうを さげることが ある。"
414,5,"The user makes the ground under the target erupt with power. It may also lower the target's Sp. Def.","あいての あしもとへ だいちの ちからを ほうしゅつする。 あいての とくぼうを さげることが ある。"
415,4,"The user trades held items with the foe faster than the eye can follow.","めにも とまらぬ はやさで じぶんと あいての もちものを こうかんする。"
415,5,"The user trades held items with the target faster than the eye can follow.","めにも とまらぬ はやさで じぶんと あいての もちものを こうかんする。"
416,4,"The user charges at the foe using every bit of its power. The user must rest on the next turn.","もてる ちからを すべて つかって とつげきする。 つぎの ターンは うごけなく なる。"
416,5,"The user charges at the target using every bit of its power. The user must rest on the next turn.","もてる ちからを すべて つかって とつげきする。 つぎの ターンは うごけなく なる。"
417,4,"The user stimulates its brain by thinking bad thoughts. It sharply raises the user’s Sp. Atk.","わるいことを かんがえて あたまを かっせいか させる。 じぶんの とくこうを ぐーんと あげる。"
417,5,"The user stimulates its brain by thinking bad thoughts. It sharply raises the user's Sp. Atk.","わるいことを かんがえて あたまを かっせいか させる。 じぶんの とくこうを ぐーんと あげる。"
418,4,"The user strikes with a tough punch as fast as a bullet. This move always goes first.","だんがんの ような はやくて かたい パンチを くりだす。 かならず せんせい こうげき できる。"
418,5,"The user strikes the target with tough punches as fast as bullets. This move always goes first.","だんがんの ような はやくて かたい パンチを くりだす。 かならず せんせい こうげき できる。"
419,4,"An attack move that inflicts double the damage if the user has been hurt by the foe in the same turn.","あいてから わざを うけていると その あいてに たいして わざの いりょくが 2ばいに なる。"
419,5,"An attack move that inflicts double the damage if the user has been hurt by the target in the same turn.","あいてから わざを うけていると その あいてに たいして わざの いりょくが 2ばいに なる。"
420,4,"The user flash freezes chunks of ice and hurls them. This move always goes first.","こおりの かたまりを いっしゅんで つくり すばやく はなつ。 かならず せんせい こうげき できる。"
420,5,"The user flash freezes chunks of ice and hurls them at the target. This move always goes first.","こおりの かたまりを いっしゅんで つくり すばやく はなつ。 かならず せんせい こうげき できる。"
421,4,"The user slashes with a sharp claw made from shadows. It has a high critical-hit ratio.","かげから つくった するどい つめで あいてを きりさく。 きゅうしょに あたる かくりつが たかい。"
421,5,"The user slashes with a sharp claw made from shadows. Critical hits land more easily.","かげから つくった するどい つめで あいてを きりさく。 きゅうしょに あたる かくりつが たかい。"
422,4,"The user bites with electrified fangs. It may also make the foe flinch or become paralyzed.","でんきを ためた キバで かみつく。 あいてを ひるませたり まひ じょうたいに することが ある。"
422,5,"The user bites with electrified fangs. It may also make the target flinch or leave it with paralysis.","でんきを ためた キバで かみつく。 あいてを ひるませたり まひ じょうたいに することが ある。"
423,4,"The user bites with cold-infused fangs. It may also make the foe flinch or freeze.","れいきを ひめた キバで かみつく。 あいてを ひるませたり こおり じょうたいに することが ある。"
423,5,"The user bites with cold-infused fangs. It may also make the target flinch or leave it frozen.","れいきを ひめた キバで かみつく。 あいてを ひるませたり こおり じょうたいに することが ある。"
424,4,"The user bites with flame-cloaked fangs. It may also make the foe flinch or sustain a burn.","ほのおを まとった キバで かみつく。 あいてを ひるませたり やけど じょうたいに することが ある。"
424,5,"The user bites with flame-cloaked fangs. It may also make the target flinch or leave it burned.","ほのおを まとった キバで かみつく。 あいてを ひるませたり やけど じょうたいに することが ある。"
425,4,"The user extends its shadow and attacks the foe from behind. This move always goes first.","かげを のばして あいての はいごから こうげきする。 かならず せんせい こうげき できる。"
425,5,"The user extends its shadow and attacks the target from behind. This move always goes first.","かげを のばして あいての はいごから こうげきする。 かならず せんせい こうげき できる。"
426,4,"The user launches a hard-packed mud ball to attack. It may also lower the target’s accuracy.","かたい どろのたまを あいてに はっしゃして こうげきする。 めいちゅうりつを さげることが ある。"
426,5,"The user launches a hard-packed mud ball to attack. It may also lower the target's accuracy.","かたい どろのたまを あいてに はっしゃして こうげきする。 めいちゅうりつを さげることが ある。"
427,4,"The user tears at the foe with blades formed by psychic power. It has a high critical-hit ratio.","じったいか させた ここめの やいばで あいてを きりさく。 きゅうしょに あたる かくりつが たかい。"
427,5,"The user tears at the target with blades formed by psychic power. Critical hits land more easily.","じったいか させた ここめの やいばで あいてを きりさく。 きゅうしょに あたる かくりつが たかい。"
428,4,"The user focuses its willpower to its head and rams the foe. It may also make the target flinch.","しねんの ちからを ひたいに あつめて こうげきする。 あいてを ひるませる ことがある。"
428,5,"The user focuses its willpower to its head and attacks the target. It may also make the target flinch.","しねんの ちからを ひたいに あつめて こうげきする。 あいてを ひるませる ことがある。"
429,4,"The user looses a flash of energy from its polished body. It may also lower the target’s accuracy.","みがき あげられた からだから せんこうの ちからを はなつ。 めいちゅうりつを さげることがある。"
429,5,"The user looses a flash of energy at the target from its polished body. It may also lower the target's accuracy.","みがき あげられた からだから せんこうの ちからを はなつ。 めいちゅうりつを さげることがある。"
430,4,"The user gathers all its light energy and releases it at once. It may also lower the foe’s Sp. Def stat.","からだの ひかりを いってんに あつめて ちからを はなつ。 あいての とくぼうを さげることが ある。"
430,5,"The user gathers all its light energy and releases it at once. It may also lower the target's Sp. Def stat.","からだの ひかりを いってんに あつめて ちからを はなつ。 あいての とくぼうを さげることが ある。"
431,4,"A charging attack that may also leave the foe confused. It can also be used to scale rocky walls.","とっしん こうげきで あいてを こんらん させることが ある。 ごつごつした かべを のぼることも できる。"
431,5,"The user attacks the target by smashing into it with incredible force. It may also confuse the target.","とっしん こうげきで あいてを こんらん させることが ある。 ごつごつした かべを のぼることも できる。"
432,4,"It reduces the foe’s evasion stat. It also removes spikes, light screens, etc.","しょうがいぶつを なくして あいての かいひりつを さげる。 ふかいきり などを けすことも できる。"
432,5,"A strong wind blows away the target's obstacles such as Reflect or Light Screen. It also lowers the target's evasiveness.","しょうがいぶつを なくして あいての かいひりつを さげる。 ふかいきり などを けすことも できる。"
433,4,"The user creates a bizarre area in which slower Pokémon get to move first for five turns.","まかふしぎな くうかんを つくる。 5ターンの あいだ おそい ポケモンから こうどう できる。"
433,5,"The user creates a bizarre area in which slower Pokémon get to move first for five turns.","まかふしぎな くうかんを つくる。 5ターンの あいだ おそい ポケモンから こうどう できる。"
434,4,"Comets are summoned down from the sky. The attack’s recoil sharply reduces the user’s Sp. Atk stat.","てんくうから いんせきを おとす。 つかうと はんどうで じぶんの とくこうが がくっと さがる。"
434,5,"Comets are summoned down from the sky onto the target. The attack's recoil harshly reduces the user's Sp. Atk stat.","てんくうから いんせきを おとす。 つかうと はんどうで じぶんの とくこうが がくっと さがる。"
435,4,"A flare of electricity is loosed to strike all Pokémon in battle. It may also cause paralysis.","まばゆい でんげきで まわりに いるものを すべて こうげきする。 まひ じょうたいに することが ある。"
435,5,"A flare of electricity is loosed to strike the area around the user. It may also cause paralysis.","まばゆい でんげきで まわりに いるものを すべて こうげきする。 まひ じょうたいに することが ある。"
436,4,"An inferno of scarlet flames washes over all Pokémon in battle. It may also inflict burns.","まっかな ほのおで まわりに いるものを すべて こうげきする。 やけど じょうたいに することが ある。"
436,5,"An inferno of scarlet flames torches everything around the user. It may leave targets with a burn.","まっかな ほのおで まわりに いるものを すべて こうげきする。 やけど じょうたいに することが ある。"
437,4,"A storm of sharp leaves is whipped up. The attack’s recoil sharply reduces the user’s Sp. Atk stat.","とがった はっぱで あらしを おこす。 つかうと はんどうで じぶんの とくこうが がくっと さがる。"
437,5,"The user whips up a storm of leaves around the target. The attack's recoil harshly reduces the user's Sp. Atk stat.","とがった はっぱで あらしを おこす。 つかうと はんどうで じぶんの とくこうが がくっと さがる。"
438,4,"The user violently whirls its vines or tentacles to harshly lash the foe.","つたや しょくしゅを はげしく ふるって あいてを たたきつけ こうげきする。"
438,5,"The user violently whirls its vines or tentacles to harshly lash the target.","つたや しょくしゅを はげしく ふるって あいてを たたきつけ こうげきする。"
439,4,"The user launches a huge boulder at the foe to attack. It must rest on the next turn, however.","きょだいな いわを あいてに はっしゃして こうげきする。 つぎの ターンは うごけなく なる。"
439,5,"The user launches a huge boulder at the target to attack. It must rest on the next turn, however.","きょだいな いわを あいてに はっしゃして こうげきする。 つぎの ターンは うごけなく なる。"
440,4,"A slashing attack that may also leave the target poisoned. It has a high critical-hit ratio.","あいてを きりさく。 どく じょうたいに することが あり きゅうしょに あたる かくりつも たかい。"
440,5,"A slashing attack with a poisonous blade that may also leave the target poisoned. Critical hits land more easily.","あいてを きりさく。 どく じょうたいに することが あり きゅうしょに あたる かくりつも たかい。"
441,4,"The user shoots filthy garbage at the foe to attack. It may also poison the target.","きたない ゴミを あいてに ぶつけて こうげきする。 どく じょうたいに することが ある。"
441,5,"The user shoots filthy garbage at the target to attack. It may also poison the target.","きたない ゴミを あいてに ぶつけて こうげきする。 どく じょうたいに することが ある。"
442,4,"The foe slams the target with its steel-hard head. It may also make the target flinch.","はがねの ような かたい あたまで こうげきする。 あいてを ひるませる ことが ある。"
442,5,"The user slams the target with its steel-hard head. It may also make the target flinch.","はがねの ような かたい あたまで こうげきする。 あいてを ひるませる ことが ある。"
443,4,"The user launches a steel bomb that sticks to the target. This attack will not miss.","あいてに すいつく はがねの ばくだんを はっしゃする。 こうげきは かならず めいちゅう する。"
443,5,"The user launches steel bombs that stick to the target. This attack will not miss.","あいてに すいつく はがねの ばくだんを はっしゃする。 こうげきは かならず めいちゅう する。"
444,4,"The user stabs the foe with a sharpened stone. It has a high critical-hit ratio.","とがった いわを あいてに つきさして こうげきする。 きゅうしょに あたる かくりつが たかい。"
444,5,"The user stabs the foe with sharpened stones from below. It has a high critical-hit ratio.","とがった いわを あいてに つきさして こうげきする。 きゅうしょに あたる かくりつが たかい。"
445,4,"If it is the opposite gender of the user, the foe is charmed into sharply lowering its Sp. Atk stat.","♂なら♀を ♀なら♂を ゆうわくして あいての とくこうを がくっと さげる。"
445,5,"If it is the opposite gender of the user, the target is charmed into harshly lowering its Sp. Atk stat.","♂なら♀を ♀なら♂を ゆうわくして あいての とくこうを がくっと さげる。"
446,4,"The user lays a trap of levitating stones around the foe. The trap hurts foes that switch into battle.","あいての まわりに むすうの いわを うかべて こうたいで でてきた ポケモンに ダメージを あたえる。"
446,5,"The user lays a trap of levitating stones around the opponent's team. The trap hurts opponents that switch into battle.","あいての まわりに むすうの いわを うかべて こうたいで でてきた ポケモンに ダメージを あたえる。"
447,4,"The user snares the foe with grass and trips it. The heavier the foe, the greater the damage.","くさを からませて あいてを ころばせる。 あいてが おもいほど いりょくが あがる。"
447,5,"The user snares the target with grass and trips it. The heavier the target, the greater the damage.","くさを からませて あいてを ころばせる。 あいてが おもいほど いりょくが あがる。"
448,4,"The user attacks using a sound wave based on words it has learned. It may also confuse the foe.","おぼえた ことばで おんぱを おこして こうげきする。 あいてを こんらん させることが ある。"
448,5,"The user attacks using a sound wave based on words it has learned. It may also confuse the target.","おぼえた ことばで おんぱを おこして こうげきする。 あいてを こんらん させることが ある。"
449,4,"The user releases countless shots of light. Its type varies with the kind of Plate the user is holding.","むすうの こうだんを ほうしゅつする。 じぶんの もつ プレートに より タイプが かわる。"
449,5,"The user releases countless shots of light at the target. Its type varies with the kind of Plate the user is holding.","むすうの こうだんを ほうしゅつする。 じぶんの もつ プレートに より タイプが かわる。"
450,4,"The user bites the foe. If the foe is holding a Berry, the user eats it and gains its effect.","かみついて こうげき。 あいてが きのみを もっている とき たべて きのみの こうかを うけられる。"
450,5,"The user bites the target. If the target is holding a Berry, the user eats it and gains its effect.","かみついて こうげき。 あいてが きのみを もっている とき たべて きのみの こうかを うけられる。"
451,4,"The user fires a concentrated bundle of electricity. It may also raise the user’s Sp. Atk stat.","でんげきの たばを あいてに はっしゃする。 でんきを ためこんで じぶんの とくこうを あげることが ある。"
451,5,"The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.","でんげきの たばを あいてに はっしゃする。 でんきを ためこんで じぶんの とくこうを あげることが ある。"
452,4,"The user slams its rugged body into the foe to attack. The user also sustains serious damage.","かたい どうたいを あいてに たたきつけて こうげきする。 じぶんも かなり ダメージを うける。"
452,5,"The user slams its rugged body into the target to attack. The user also sustains serious damage.","かたい どうたいを あいてに たたきつけて こうげきする。 じぶんも かなり ダメージを うける。"
453,4,"The user lunges at the foe at a speed that makes it almost invisible. It is sure to strike first.","めにも とまらない ものすごい はやさで あいてに つっこむ。 かならず せんせい こうげき できる。"
453,5,"The user lunges at the target at a speed that makes it almost invisible. It is sure to strike first.","めにも とまらない ものすごい はやさで あいてに つっこむ。 かならず せんせい こうげき できる。"
454,4,"The user calls out its underlings to pummel the foe. It has a high critical-hit ratio.","しもべを よびだして あいてに むかって こうげき させる。 きゅうしょに あたる かくりつが たかい。"
454,5,"The user calls out its underlings to pummel the target. Critical hits land more easily.","しもべを よびだして あいてに むかって こうげき させる。 きゅうしょに あたる かくりつが たかい。"
455,4,"The user calls out its underlings to shield its body, raising its Defense and Sp. Def stats.","しもべを よびだして じぶんの からだに おおい つかせる。 じぶんの ぼうぎょを あげることが できる。"
455,5,"The user calls out its underlings to shield its body, raising its Defense and Sp. Def stats.","しもべを よびだして じぶんの からだに おおい つかせる。 じぶんの ぼうぎょを あげることが できる。"
456,4,"The user calls out its underlings to heal it. The user regains up to half of its max HP.","しもべを よびだして きずを なおす。 さいだい HPの はんぶんだけ HPを かいふくする。"
456,5,"The user calls out its underlings to heal it. The user regains up to half of its max HP.","しもべを よびだして きずを なおす。 さいだい HPの はんぶんだけ HPを かいふくする。"
457,4,"The user delivers a life-endangering attack at full power. The user also takes terrible damage.","いのちを かけて こんしんの ちからで ずつきを する。 じぶんも ものすごい ダメージを うける。"
457,5,"The user attacks the target with a hazardous, full-power headbutt. The user also takes terrible damage.","いのちを かけて こんしんの ちからで ずつきを する。 じぶんも ものすごい ダメージを うける。"
458,4,"The user slams the foe with a long tail, vines, etc. The target is hit twice in a row.","しっぽなどを つかい たいてを たたいて こうげきする。 2かい れんぞくで ダメージを あたえる。"
458,5,"The user slams the target with a long tail, vines, or tentacle. The target is hit twice in a row.","しっぽなどを つかい たいてを たたいて こうげきする。 2かい れんぞくで ダメージを あたえる。"
459,4,"The user blasts the foe with power that distorts even time. The user must rest on the next turn.","じかんが ゆがむほどの きょだいな ちからを うちだして こうげき。 つぎの ターンは うごけなく なる。"
459,5,"The user blasts the target with power that distorts even time. The user must rest on the next turn.","じかんが ゆがむほどの きょだいな ちからを うちだして こうげき。 つぎの ターンは うごけなく なる。"
460,4,"The user tears the foe along with the space around it. This move has a high critical-hit ratio.","まわりの くうかんごと あいてを ひきさき ダメージを あたえる。 きゅうしょに あたる かくりつが たかい。"
460,5,"The user tears the target along with the space around it. Critical hits land more easily.","まわりの くうかんごと あいてを ひきさき ダメージを あたえる。 きゅうしょに あたる かくりつが たかい。"
461,4,"The user faints. In return, the Pokémon taking its place will have its status and HP fully restored.","じぶんは ひんしに なるが ひかえから でてくる ポケモンの すべての じょうたいを ぜんかいふく する。"
461,5,"The user faints. In return, the Pokémon taking its place will have its status and HP fully restored.","じぶんは ひんしに なるが ひかえから でてくる ポケモンの すべての じょうたいを ぜんかいふく する。"
462,4,"The foe is crushed with great force. The attack is more powerful the more HP the foe has left.","すさまじい ちからで にぎり つぶす。 あいての HPが のこっている ほど いりょくが あがる。"
462,5,"The target is crushed with great force. The attack is more powerful the more HP the target has left.","すさまじい ちからで にぎり つぶす。 あいての HPが のこっている ほど いりょくが あがる。"
463,4,"The foe becomes trapped within a maelstrom of fire that rages for two to five turns.","はげしく もえたぎる ほのおの なかに 2-5ターンの あいだ あいてを とじこめて こうげきする。"
463,5,"The target becomes trapped within a maelstrom of fire that rages for four to five turns.","はげしく もえたぎる ほのおの なかに 2-5ターンの あいだ あいてを とじこめて こうげきする。"
464,4,"The foe is dragged into a world of total darkness that puts it to sleep.","あんこくの せかいに ひきずり おとして あいてを ねむりの じょうたいに する。"
464,5,"Opposing Pokémon are dragged into a world of total darkness that makes them sleep.","あんこくの せかいに ひきずり おとして あいてを ねむりの じょうたいに する。"
465,4,"The user generates a shock wave from within its body. It may also lower the target’s Sp. Def.","からだの なかから しょうげきはを はっせい させる。 あいての とくぼうを さげることが ある。"
465,5,"The user emits a shock wave from its body to attack its target. It may harshly lower the target's Sp. Def.","からだの なかから しょうげきはを はっせい させる。 あいての とくぼうを さげることが ある。"
466,4,"The user creates a gust of repulsive wind. It may also raise all the user’s stats at once.","みのけも よだつ とっぷうを おこす。 じぶんの すべての のうりょくが あがることが ある。"
466,5,"The user blasts the target with a gust of repulsive wind. It may also raise all the user's stats at once.","みのけも よだつ とっぷうを おこす。 じぶんの すべての のうりょくが あがることが ある。"
467,4,"The user disappears, then strikes the foe on the second turn. It hits even if the foe protects itself.","1ターンめで きえて 2ターンめに あいてを こうげきする。 まもっていても こうげきは あたる。"
467,5,"The user disappears, then strikes the target on the second turn. It hits even if the target protects itself.","1ターンめで きえて 2ターンめに あいてを こうげきする。 まもっていても こうげきは あたる。"
468,5,"The user sharpens its claws to boost its Attack stat and accuracy.","ツメを みがいて するどく する。じぶんの こうげきと めいちゅうりつを あげる。"
469,5,"The user and its allies are protected from wide-ranging attacks for one turn. If used in succession, its chance of failing rises.","みかた ぜんいんに あたる こうげきを 1ターンの あいだ ふせぐ。れんぞくで だすと しっぱい しやすい。"
